,Average N of H (positive z),Average N of H (negative z),Average Density (positive z),Average Density (negative z)
1.78271213799185,7.944333333333334,7.391,0.6055041718803279,0.5633300047456262
1.90771213799185,8.686666666666667,8.33,0.662083611765256,0.6348990582507194
2.03271213799185,11.803666666666667,11.517666666666667,0.8996562845824818,0.8778578295212927
2.15771213799185,13.929,13.812666666666667,1.061645736179384,1.0527789986311848
2.28271213799185,14.428,14.637,1.0996787049749555,1.115608345211978
2.40771213799185,14.054666666666666,14.398666666666667,1.0712238452214216,1.0974429659943206
2.53271213799185,13.789,14.103333333333333,1.050975163771809,1.0749331394392931
2.65771213799185,14.931666666666667,15.273333333333333,1.1380673595174458,1.1641086374168852
2.78271213799185,18.122333333333334,18.075333333333333,1.3812547859110387,1.3776725223170667
2.90771213799185,21.758666666666667,21.679,1.6584102011354123,1.6523381373130064
3.03271213799185,24.671,24.253,1.8803835133377544,1.8485242328637086
3.15771213799185,25.248333333333335,24.958333333333332,1.9243869214566123,1.9022835928980637
3.28271213799185,23.578666666666667,23.612333333333332,1.797127642433889,1.7996936610366627
3.40771213799185,19.915333333333333,19.933333333333334,1.51791433110234,1.5192862618404568
3.53271213799185,15.63,15.555666666666667,1.191293190931422,1.185627625105495
3.65771213799185,12.085333333333333,12.051666666666666,0.9211244600215317,0.9185584414187576
3.78271213799185,9.779333333333334,9.921666666666667,0.7453648887939017,0.7562133040749364
3.90771213799185,8.632666666666667,8.739,0.6579678195509056,0.6660723733557067
4.03271213799185,8.161333333333333,8.156,0.6220435591120692,0.6216370611155904
4.15771213799185,8.301333333333334,8.156,0.6327141315196444,0.6216370611155904
4.28271213799185,8.684666666666667,8.499,0.6619311750165763,0.6477799635141493
4.40771213799185,9.613666666666667,9.307,0.7327380447782711,0.7093644099807256
4.53271213799185,10.441666666666666,10.342,0.795846858731644,0.7882504274224417
4.65771213799185,11.497,11.400666666666666,0.8762826497849363,0.8689402797235334
4.78271213799185,12.448,12.341333333333333,0.9487663237821072,0.9406363638525261
4.90771213799185,13.178,13.187,1.0044057370501775,1.0050917024192358
5.03271213799185,13.820333333333334,13.695666666666666,1.0533633395011235,1.0438614488334255
5.15771213799185,14.153333333333334,14.031333333333333,1.0787440581562844,1.069445416486826
5.28271213799185,14.402,14.280333333333333,1.0976970272421198,1.0884237916974415
5.40771213799185,14.146333333333333,14.215333333333334,1.0782105295359052,1.083469597365353
5.53271213799185,13.981333333333334,13.984,1.0656344977698349,1.0658377467680742
5.65771213799185,13.676,13.720666666666666,1.042362487471409,1.045766908191921
5.78271213799185,13.639333333333333,13.482333333333333,1.0395678137456155,1.0276015289742633
5.90771213799185,13.252,13.071,1.0100458967513244,0.9962503709958167
6.03271213799185,13.199666666666667,12.763,1.0060571351608738,0.9727751116991512
6.15771213799185,13.049333333333333,12.566666666666666,0.9945989728851204,0.957810904203766
6.28271213799185,13.052333333333333,12.305,0.99482762800814,0.9378670962515127
6.40771213799185,12.95,12.268666666666666,0.9870279477006979,0.9350978286504991
6.53271213799185,13.009,12.01,0.9915248317867477,0.9153826758212651
6.65771213799185,12.89,11.838333333333333,0.9824548452403087,0.9022985215595957
6.78271213799185,12.776,11.641,0.973765950565569,0.8872580956898708
6.90771213799185,12.884,11.451666666666666,0.9819975349942698,0.8728274168148645
7.03271213799185,12.538,11.242,0.9556259774726912,0.8568469643282818
7.15771213799185,12.602666666666666,11.008,0.9605547656799999,0.8390118647327632
7.28271213799185,12.444,10.6,0.948461450284748,0.8079147680021158
7.40771213799185,12.440333333333333,10.056333333333333,0.9481819829121686,0.7664773784860324
7.53271213799185,12.193333333333333,9.409333333333333,0.9293560444502326,0.7171640902881674
7.65771213799185,11.952666666666667,9.006,0.9110128223591154,0.6864226793044391
7.78271213799185,11.686,8.516,0.8906879225351627,0.6490756758779261
7.90771213799185,11.43,7.920333333333334,0.8711760187041683,0.6036749308961722
8.032712137991851,10.916,7.401,0.8319997742934996,0.5640921884890244
8.157712137991851,10.588666666666667,6.87,0.8070509597595978,0.5236202317145788
